uri,new_uri,status,in_version,removed_version
https://shakespeareandco.princeton.edu/books/burt-side/,https://shakespeareandco.princeton.edu/books/hudson-side/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/milne-perfect-alibi/,https://shakespeareandco.princeton.edu/books/caudwell-perfect-alibi/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/presland-mosaic/,https://shakespeareandco.princeton.edu/books/stern-mosaic/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/lowes-art-geoffrey-chaucer/,https://shakespeareandco.princeton.edu/books/lowes-geoffrey-chaucer-development/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/doner-lonely-heart-love/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/louis-bromfield-twenty-four-hours/,https://shakespeareandco.princeton.edu/books/bromfield-twenty-four-hours/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/geller-sarah-bernhardt/,https://shakespeareandco.princeton.edu/books/sarah-bernhardt/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/macgreevy-s-eliot-study/,https://shakespeareandco.princeton.edu/books/macgreevy-eliot-study/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/louis-bromfield-modern-hero/,https://shakespeareandco.princeton.edu/books/bromfield-modern-hero/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/boomerang/,https://shakespeareandco.princeton.edu/books/simpson-boomerang/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/potter-christopher-columbus-story/,https://shakespeareandco.princeton.edu/books/thompson-adventure-christopher-columin/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/kollontaj-free-love/,https://shakespeareandco.princeton.edu/books/kollontai-free-love/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/haskell-sculptor-speaks/,https://shakespeareandco.princeton.edu/books/epstein-sculptor-speaks/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/several-occasions/,https://shakespeareandco.princeton.edu/books/butts-several-occasions/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/gay-life/,https://shakespeareandco.princeton.edu/books/delafield-gay-life/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/louis-bromfield-farm/,https://shakespeareandco.princeton.edu/books/bromfield-farm/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/atwood-days/,https://shakespeareandco.princeton.edu/books/sitwell-days/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/cole-everybody-wants-know/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/laski-socialism-stands-today/,https://shakespeareandco.princeton.edu/books/laski-stands-socialism-today/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/more-isaac-newton-biography/,https://shakespeareandco.princeton.edu/books/sullivan-isaac-newton-1642/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/voyage-sentimental-travers/,https://shakespeareandco.princeton.edu/books/sterne-voyage-sentimental-travers/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/wolfe-nature-capitalist-crisis/,https://shakespeareandco.princeton.edu/books/strachey-nature-capitalist-crisis/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/wells-lives/,https://shakespeareandco.princeton.edu/books/strachey-what-are-we/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/huxley-olive-tree-stories/,https://shakespeareandco.princeton.edu/books/huxley-olive-tree-essays/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/priestley-midnight-desert/,https://shakespeareandco.princeton.edu/books/priestley-midnight-desert-chapter/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/sir-walter-scott/,https://shakespeareandco.princeton.edu/books/grierson-sir-walter-scott/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/bailey-mr-fortune-2/,https://shakespeareandco.princeton.edu/books/bailey-fortune/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/buck-proud-heart-2/,https://shakespeareandco.princeton.edu/books/buck-proud-heart/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/hilton-good-bye-mr/,https://shakespeareandco.princeton.edu/books/hilton-goodbye-mr-chips/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/bradbrook-s-eliot/,https://shakespeareandco.princeton.edu/books/bradbrook-eliot/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/album/,https://shakespeareandco.princeton.edu/books/rinehart-album/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/beginnings/,https://shakespeareandco.princeton.edu/books/alington-beginnings-essays/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/big-money/,https://shakespeareandco.princeton.edu/books/dos-passos-big-money/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/charles-kingsley/,https://shakespeareandco.princeton.edu/books/thorp-charles-kingsley-1819/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/white-clara-hopgood/,https://shakespeareandco.princeton.edu/books/rutherford-clara-hopgood/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/contemporary-british-literature/,https://shakespeareandco.princeton.edu/books/millett-contemporary-british-literature/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/edward-arlington-robinson/,https://shakespeareandco.princeton.edu/books/edwin-arlington-robinson/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/escape/,https://shakespeareandco.princeton.edu/books/yeats-brown-escape-book-escapes/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/history-europe/,https://shakespeareandco.princeton.edu/books/fisher-history-europe/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/howells-howells/,https://shakespeareandco.princeton.edu/books/howells/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/hurricane/,https://shakespeareandco.princeton.edu/books/nordhoff-hurricane/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/h-unclear/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/hemingway-time-time/,https://shakespeareandco.princeton.edu/books/hemingway-time/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/irish-theater/,https://shakespeareandco.princeton.edu/books/robinson-irish-theatre-lectures/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/c/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/long-journey/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/mary-shelley/,https://shakespeareandco.princeton.edu/books/grylls-mary-shelley-biography/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/modern-france/,https://shakespeareandco.princeton.edu/books/hamilton-modern-france-seen/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/modern-music/,https://shakespeareandco.princeton.edu/books/myers-modern-music-aims/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/monarchy/,https://shakespeareandco.princeton.edu/books/belloc-monarchy/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/mother-2/,https://shakespeareandco.princeton.edu/books/buck-mother/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/murders-unclear/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/lehmann-new-writing-1940/,https://shakespeareandco.princeton.edu/books/lehmann-folios-new-writing/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/aristotle-nichomachean-ethics/,https://shakespeareandco.princeton.edu/books/aristotle-nicomachean-ethics/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/sylvia-gisele/,https://shakespeareandco.princeton.edu/books/freund-photograph-sylvia-beach/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/chekhov-tchekov-plays/,https://shakespeareandco.princeton.edu/books/chekhov-plays-anton-tchekov/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/heine-heines-poems/,https://shakespeareandco.princeton.edu/books/heine-poems/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/graves-graves-poems/,https://shakespeareandco.princeton.edu/books/graves-poems/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/kipling-poems-stories/,https://shakespeareandco.princeton.edu/books/kipling-stories-poems-every/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/wilde-poems-o-wilde/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-18/,https://shakespeareandco.princeton.edu/books/panchatantra/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/augustinus-saint-augustines-confessions/,https://shakespeareandco.princeton.edu/books/augustine-of-hippo-saint-augustines-confessions/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/seven-years-harvest/,https://shakespeareandco.princeton.edu/books/gutman-seven-years-harvest/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/stresemann/,https://shakespeareandco.princeton.edu/books/vallentin-stresemann/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/surrealism/,https://shakespeareandco.princeton.edu/books/read-surrealism/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/hawthorne-tales/,https://shakespeareandco.princeton.edu/books/hawthorne-legends-province-house/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/goblet-dalviella-migration-symbols/,https://shakespeareandco.princeton.edu/books/migration-symbols/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/tragedy-man/,https://shakespeareandco.princeton.edu/books/masefield-tragedy-man-plays/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-3/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/three/,https://shakespeareandco.princeton.edu/books/gorky-three/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/walt-whitmans-poems/,https://shakespeareandco.princeton.edu/books/whitman-walt-whitmans-poems/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/wasps/,https://shakespeareandco.princeton.edu/books/evans-wasps/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-9/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-5/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-11/,https://shakespeareandco.princeton.edu/books/unclear/,merged,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-12/,https://shakespeareandco.princeton.edu/books/riding-14a/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-english/,https://shakespeareandco.princeton.edu/books/paget-english/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-essays/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-16/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-pollo/,,deleted,1.1,1.2
https://shakespeareandco.princeton.edu/books/symphony/,https://shakespeareandco.princeton.edu/books/wilson-latterday-symphony/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-21/,https://shakespeareandco.princeton.edu/books/unclear-20/,renamed,1.1,1.2
https://shakespeareandco.princeton.edu/books/unclear-ism/,,deleted,1.1,1.2
