pudl filename,file_set.id,pudl.id,scanned_resource.id,canvas.id
b/boyd/00000003.tif,69dfd82a-8bb6-49ba-a5bb-5aa290ac80c5,C0108_c3182,0329265c-41ce-42f3-9558-e1d9053f99a1,https://figgy.princeton.edu/concern/scanned_resources/0329265c-41ce-42f3-9558-e1d9053f99a1/manifest/canvas/69dfd82a-8bb6-49ba-a5bb-5aa290ac80c5
b/boyd/00000004.tif,7765cbae-a575-403f-ab9c-4637949ddf9d,C0108_c3182,0329265c-41ce-42f3-9558-e1d9053f99a1,https://figgy.princeton.edu/concern/scanned_resources/0329265c-41ce-42f3-9558-e1d9053f99a1/manifest/canvas/7765cbae-a575-403f-ab9c-4637949ddf9d
s/swasey/00000001.tif,3dc5b227-69d2-4624-8e50-eb9412738ce1,C0108_c3668,04063258-b403-4f48-8900-cf9398950435,https://figgy.princeton.edu/concern/scanned_resources/04063258-b403-4f48-8900-cf9398950435/manifest/canvas/3dc5b227-69d2-4624-8e50-eb9412738ce1
s/swasey/00000002.tif,7432b639-dec0-45b5-88f8-0217d1a5822b,C0108_c3668,04063258-b403-4f48-8900-cf9398950435,https://figgy.princeton.edu/concern/scanned_resources/04063258-b403-4f48-8900-cf9398950435/manifest/canvas/7432b639-dec0-45b5-88f8-0217d1a5822b
m/marcilly/00000001.tif,f8c307b8-5dae-48fa-84f0-9a6e6aa13a4c,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/f8c307b8-5dae-48fa-84f0-9a6e6aa13a4c
m/marcilly/00000002.tif,67c88aed-7360-4b38-8ff7-ea31521b5002,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/67c88aed-7360-4b38-8ff7-ea31521b5002
m/marcilly/00000003.tif,190dfbd8-0963-4de6-a966-1d51953d1ab9,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/190dfbd8-0963-4de6-a966-1d51953d1ab9
m/marcilly/00000004.tif,c297e578-674d-48d7-baa7-216c2dbbb29d,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/c297e578-674d-48d7-baa7-216c2dbbb29d
m/marcilly/00000005.tif,7a3c918b-1d3d-404f-ae1b-f5f7fc113434,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/7a3c918b-1d3d-404f-ae1b-f5f7fc113434
m/marcilly/00000006.tif,e4ff46d1-da0c-4d56-9727-d6d1714ae10a,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/e4ff46d1-da0c-4d56-9727-d6d1714ae10a
m/marcilly/00000007.tif,376a7772-4bf0-420a-bcf2-cb3e100da7dd,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/376a7772-4bf0-420a-bcf2-cb3e100da7dd
m/marcilly/00000008.tif,147cb188-cb20-4019-bb25-d68de4fc67c6,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/147cb188-cb20-4019-bb25-d68de4fc67c6
m/marcilly/00000009.tif,6a434156-fa9e-41e4-a643-e1362deac9d3,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/6a434156-fa9e-41e4-a643-e1362deac9d3
m/marcilly/00000010.tif,a0cdcf3c-8775-494d-a35e-c29a41c3d1ac,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/a0cdcf3c-8775-494d-a35e-c29a41c3d1ac
m/marcilly/00000011.tif,54504730-2d20-4b6c-bf8a-ad328889934a,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/54504730-2d20-4b6c-bf8a-ad328889934a
m/marcilly/00000012.tif,a2807d7d-3169-4899-bd4c-e454681c3f04,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/a2807d7d-3169-4899-bd4c-e454681c3f04
m/marcilly/00000013.tif,1692ac63-1efc-44e3-8127-631276549cf3,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/1692ac63-1efc-44e3-8127-631276549cf3
m/marcilly/00000014.tif,de0315f4-7c1b-43a7-8137-65c2d9a473ea,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/de0315f4-7c1b-43a7-8137-65c2d9a473ea
m/marcilly/00000015.tif,c7be19e7-041c-4649-9627-41a02819de1d,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/c7be19e7-041c-4649-9627-41a02819de1d
m/marcilly/00000016.tif,05425268-bfd9-4a92-b450-08dbb4706226,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/05425268-bfd9-4a92-b450-08dbb4706226
m/marcilly/00000017.tif,ca4c3358-0074-4d98-a543-b928eed4b8a1,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/ca4c3358-0074-4d98-a543-b928eed4b8a1
m/marcilly/00000018.tif,bc5449e6-924a-42f1-a897-6a389860f826,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/bc5449e6-924a-42f1-a897-6a389860f826
m/marcilly/00000019.tif,dda53b4a-2c1a-4637-972e-94e149db3fd6,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/dda53b4a-2c1a-4637-972e-94e149db3fd6
m/marcilly/00000020.tif,6d59faf3-cb1a-41cd-bbab-faa4dd9fb428,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/6d59faf3-cb1a-41cd-bbab-faa4dd9fb428
m/marcilly/00000021.tif,5165d4f4-3106-47b7-a78f-795b1c61f324,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/5165d4f4-3106-47b7-a78f-795b1c61f324
m/marcilly/00000022.tif,37a9fbaf-3d05-411a-8acf-af2eeccd8c4e,C0108_c3446,04c36dc8-5ddf-447d-be18-448ecf5def9d,https://figgy.princeton.edu/concern/scanned_resources/04c36dc8-5ddf-447d-be18-448ecf5def9d/manifest/canvas/37a9fbaf-3d05-411a-8acf-af2eeccd8c4e
e/exideuil/00000001.tif,7c9ea9a2-0c4c-4b5b-a890-68cefa518546,C0108_c3303,04d706fd-7092-4310-bbbc-bad04c7772dd,https://figgy.princeton.edu/concern/scanned_resources/04d706fd-7092-4310-bbbc-bad04c7772dd/manifest/canvas/7c9ea9a2-0c4c-4b5b-a890-68cefa518546
e/exideuil/00000002.tif,5c32a8a1-fdc5-46e8-ad4c-d58e142425da,C0108_c3303,04d706fd-7092-4310-bbbc-bad04c7772dd,https://figgy.princeton.edu/concern/scanned_resources/04d706fd-7092-4310-bbbc-bad04c7772dd/manifest/canvas/5c32a8a1-fdc5-46e8-ad4c-d58e142425da
d/dent/00000001.tif,7878d5ef-d0b0-4fe0-a9b5-6e61158393cf,C0108_c3268,05655921-654f-4765-b1a5-4edf065983b4,https://figgy.princeton.edu/concern/scanned_resources/05655921-654f-4765-b1a5-4edf065983b4/manifest/canvas/7878d5ef-d0b0-4fe0-a9b5-6e61158393cf
d/dent/00000002.tif,849ebc4e-9266-450e-b56d-66891e3136a6,C0108_c3268,05655921-654f-4765-b1a5-4edf065983b4,https://figgy.princeton.edu/concern/scanned_resources/05655921-654f-4765-b1a5-4edf065983b4/manifest/canvas/849ebc4e-9266-450e-b56d-66891e3136a6
r/roubin/00000001.tif,6c189e1c-26c5-467c-aa10-1bd2328ca4cc,C0108_c3607,0597c971-2c02-4788-a015-ea2c56531971,https://figgy.princeton.edu/concern/scanned_resources/0597c971-2c02-4788-a015-ea2c56531971/manifest/canvas/6c189e1c-26c5-467c-aa10-1bd2328ca4cc
r/roubin/00000002.tif,940e0375-f4c4-4102-9a84-4ffd4867684d,C0108_c3607,0597c971-2c02-4788-a015-ea2c56531971,https://figgy.princeton.edu/concern/scanned_resources/0597c971-2c02-4788-a015-ea2c56531971/manifest/canvas/940e0375-f4c4-4102-9a84-4ffd4867684d
g/gillet/00000001.tif,f9482427-c08e-49ae-af95-581a7d733655,C0108_c3343,059a38e2-2b13-4c5c-b116-b978abc5de0c,https://figgy.princeton.edu/concern/scanned_resources/059a38e2-2b13-4c5c-b116-b978abc5de0c/manifest/canvas/f9482427-c08e-49ae-af95-581a7d733655
g/gillet/00000002.tif,4ae6f388-d644-4193-b11d-1813b02153f5,C0108_c3343,059a38e2-2b13-4c5c-b116-b978abc5de0c,https://figgy.princeton.edu/concern/scanned_resources/059a38e2-2b13-4c5c-b116-b978abc5de0c/manifest/canvas/4ae6f388-d644-4193-b11d-1813b02153f5
g/gillet/00000003.tif,dab01553-5b61-4e4a-9b28-d9170f0aa978,C0108_c3343,059a38e2-2b13-4c5c-b116-b978abc5de0c,https://figgy.princeton.edu/concern/scanned_resources/059a38e2-2b13-4c5c-b116-b978abc5de0c/manifest/canvas/dab01553-5b61-4e4a-9b28-d9170f0aa978
g/gillet/00000004.tif,b83da4ec-bb09-4198-b8e1-1d43156ae4f3,C0108_c3343,059a38e2-2b13-4c5c-b116-b978abc5de0c,https://figgy.princeton.edu/concern/scanned_resources/059a38e2-2b13-4c5c-b116-b978abc5de0c/manifest/canvas/b83da4ec-bb09-4198-b8e1-1d43156ae4f3
g/gillet/00000005.tif,5dbfac43-3707-4489-b810-dca67e4f4b7b,C0108_c3343,059a38e2-2b13-4c5c-b116-b978abc5de0c,https://figgy.princeton.edu/concern/scanned_resources/059a38e2-2b13-4c5c-b116-b978abc5de0c/manifest/canvas/5dbfac43-3707-4489-b810-dca67e4f4b7b
g/gillet/00000006.tif,7a1dad3f-1a31-4ab5-a5af-f1d6414346dd,C0108_c3343,059a38e2-2b13-4c5c-b116-b978abc5de0c,https://figgy.princeton.edu/concern/scanned_resources/059a38e2-2b13-4c5c-b116-b978abc5de0c/manifest/canvas/7a1dad3f-1a31-4ab5-a5af-f1d6414346dd
m/de_montricher/00000001.tif,d78cb50d-0c17-4394-9320-2dd3144478df,C0108_c3491,05a20bee-01f1-4cd8-a29e-60bbe1750bfa,https://figgy.princeton.edu/concern/scanned_resources/05a20bee-01f1-4cd8-a29e-60bbe1750bfa/manifest/canvas/d78cb50d-0c17-4394-9320-2dd3144478df
m/de_montricher/00000002.tif,98c3c34d-5e77-419c-b2b4-245c919b2afb,C0108_c3491,05a20bee-01f1-4cd8-a29e-60bbe1750bfa,https://figgy.princeton.edu/concern/scanned_resources/05a20bee-01f1-4cd8-a29e-60bbe1750bfa/manifest/canvas/98c3c34d-5e77-419c-b2b4-245c919b2afb
m/de_montricher/00000003.tif,0d432859-6510-4caf-bff8-9ab59558f83f,C0108_c3491,05a20bee-01f1-4cd8-a29e-60bbe1750bfa,https://figgy.princeton.edu/concern/scanned_resources/05a20bee-01f1-4cd8-a29e-60bbe1750bfa/manifest/canvas/0d432859-6510-4caf-bff8-9ab59558f83f
m/de_montricher/00000004.tif,746a3401-975c-4c4e-83e0-5166dbeea997,C0108_c3491,05a20bee-01f1-4cd8-a29e-60bbe1750bfa,https://figgy.princeton.edu/concern/scanned_resources/05a20bee-01f1-4cd8-a29e-60bbe1750bfa/manifest/canvas/746a3401-975c-4c4e-83e0-5166dbeea997
m/de_montricher/00000005.tif,e14911f5-097d-4c83-9292-c66a33ebc8b5,C0108_c3491,05a20bee-01f1-4cd8-a29e-60bbe1750bfa,https://figgy.princeton.edu/concern/scanned_resources/05a20bee-01f1-4cd8-a29e-60bbe1750bfa/manifest/canvas/e14911f5-097d-4c83-9292-c66a33ebc8b5
m/de_montricher/00000006.tif,e386dfac-4c07-40c4-b96d-e16fb442fb02,C0108_c3491,05a20bee-01f1-4cd8-a29e-60bbe1750bfa,https://figgy.princeton.edu/concern/scanned_resources/05a20bee-01f1-4cd8-a29e-60bbe1750bfa/manifest/canvas/e386dfac-4c07-40c4-b96d-e16fb442fb02
r/reeves/00000001.tif,2f912f41-ddfc-4833-9ca7-13e9768d5fc0,C0108_c3564,05cb10e4-bb8b-46f8-af7b-a64e15c4ee66,https://figgy.princeton.edu/concern/scanned_resources/05cb10e4-bb8b-46f8-af7b-a64e15c4ee66/manifest/canvas/2f912f41-ddfc-4833-9ca7-13e9768d5fc0
r/reeves/00000002.tif,588848e0-42d2-4efd-b549-9e9a20c0fd64,C0108_c3564,05cb10e4-bb8b-46f8-af7b-a64e15c4ee66,https://figgy.princeton.edu/concern/scanned_resources/05cb10e4-bb8b-46f8-af7b-a64e15c4ee66/manifest/canvas/588848e0-42d2-4efd-b549-9e9a20c0fd64
d/dennis/00000005.tif,b4e30744-fa45-4c18-8be0-973112fcf519,C0108_c3266,07d1ecd7-bf00-4e85-ae58-5c0f9cbe6648,https://figgy.princeton.edu/concern/scanned_resources/07d1ecd7-bf00-4e85-ae58-5c0f9cbe6648/manifest/canvas/b4e30744-fa45-4c18-8be0-973112fcf519
d/dennis/00000006.tif,0c12ca9b-b81d-40d0-857a-dd963bd4c99d,C0108_c3266,07d1ecd7-bf00-4e85-ae58-5c0f9cbe6648,https://figgy.princeton.edu/concern/scanned_resources/07d1ecd7-bf00-4e85-ae58-5c0f9cbe6648/manifest/canvas/0c12ca9b-b81d-40d0-857a-dd963bd4c99d
d/dennis/00000007.tif,40214b68-84ff-426e-adfb-86f0079cdf1b,C0108_c3266,07d1ecd7-bf00-4e85-ae58-5c0f9cbe6648,https://figgy.princeton.edu/concern/scanned_resources/07d1ecd7-bf00-4e85-ae58-5c0f9cbe6648/manifest/canvas/40214b68-84ff-426e-adfb-86f0079cdf1b
d/dennis/00000008.tif,be11fa71-9042-4211-8a34-0d389d2bb5fa,C0108_c3266,07d1ecd7-bf00-4e85-ae58-5c0f9cbe6648,https://figgy.princeton.edu/concern/scanned_resources/07d1ecd7-bf00-4e85-ae58-5c0f9cbe6648/manifest/canvas/be11fa71-9042-4211-8a34-0d389d2bb5fa
vw/woodward/00000001.tif,b9517c9e-91d7-4160-8790-4944e434eaaa,C0108_c3759,08cd6638-4534-4f54-b94d-4c6a7def9689,https://figgy.princeton.edu/concern/scanned_resources/08cd6638-4534-4f54-b94d-4c6a7def9689/manifest/canvas/b9517c9e-91d7-4160-8790-4944e434eaaa
vw/woodward/00000002.tif,365b7057-ca80-42cd-98a8-e06a3dc8f6d2,C0108_c3759,08cd6638-4534-4f54-b94d-4c6a7def9689,https://figgy.princeton.edu/concern/scanned_resources/08cd6638-4534-4f54-b94d-4c6a7def9689/manifest/canvas/365b7057-ca80-42cd-98a8-e06a3dc8f6d2
vw/woodward/00000003.tif,6a9b8184-e967-4695-9ab1-2ff107cb7fb0,C0108_c3759,08cd6638-4534-4f54-b94d-4c6a7def9689,https://figgy.princeton.edu/concern/scanned_resources/08cd6638-4534-4f54-b94d-4c6a7def9689/manifest/canvas/6a9b8184-e967-4695-9ab1-2ff107cb7fb0
m/mingalon/00000001.tif,7226521a-49ee-411d-8e8c-76ab1f9961db,C0108_c3486,09ec5f31-d2d1-4c48-9bdd-bdd721eb95dd,https://figgy.princeton.edu/concern/scanned_resources/09ec5f31-d2d1-4c48-9bdd-bdd721eb95dd/manifest/canvas/7226521a-49ee-411d-8e8c-76ab1f9961db
m/mingalon/00000002.tif,3e4bf095-5cf8-4354-bd35-4e86e6b98faf,C0108_c3486,09ec5f31-d2d1-4c48-9bdd-bdd721eb95dd,https://figgy.princeton.edu/concern/scanned_resources/09ec5f31-d2d1-4c48-9bdd-bdd721eb95dd/manifest/canvas/3e4bf095-5cf8-4354-bd35-4e86e6b98faf
p/pouree/00000005.tif,72753ca7-4948-480f-8236-43353d39fcf9,C0108_c3544,0a0f1f43-8f5d-4a18-abcd-9ed5c382af39,https://figgy.princeton.edu/concern/scanned_resources/0a0f1f43-8f5d-4a18-abcd-9ed5c382af39/manifest/canvas/72753ca7-4948-480f-8236-43353d39fcf9
p/pouree/00000006.tif,c9191b89-c461-4a7e-abd0-e7292aba1234,C0108_c3544,0a0f1f43-8f5d-4a18-abcd-9ed5c382af39,https://figgy.princeton.edu/concern/scanned_resources/0a0f1f43-8f5d-4a18-abcd-9ed5c382af39/manifest/canvas/c9191b89-c461-4a7e-abd0-e7292aba1234
p/payot/00000001.tif,a0b99a3d-3d0b-4dbb-aafb-6987e7f696f3,C0108_c3518,0a72e619-4d18-4fd8-b20f-1ba6d069dfaf,https://figgy.princeton.edu/concern/scanned_resources/0a72e619-4d18-4fd8-b20f-1ba6d069dfaf/manifest/canvas/a0b99a3d-3d0b-4dbb-aafb-6987e7f696f3
p/payot/00000002.tif,2e9fcf81-724e-4bd8-80b4-b90e182b9f51,C0108_c3518,0a72e619-4d18-4fd8-b20f-1ba6d069dfaf,https://figgy.princeton.edu/concern/scanned_resources/0a72e619-4d18-4fd8-b20f-1ba6d069dfaf/manifest/canvas/2e9fcf81-724e-4bd8-80b4-b90e182b9f51
e/eloff/00000001.tif,cfa4f1ed-6e80-41aa-918a-78457d900000,C0108_c3297,0a96720e-bd20-4cc9-8eb9-62ce6ee5e6dd,https://figgy.princeton.edu/concern/scanned_resources/0a96720e-bd20-4cc9-8eb9-62ce6ee5e6dd/manifest/canvas/cfa4f1ed-6e80-41aa-918a-78457d900000
e/eloff/00000002.tif,be2ab615-f285-4cb1-8b29-7a08524cd25e,C0108_c3297,0a96720e-bd20-4cc9-8eb9-62ce6ee5e6dd,https://figgy.princeton.edu/concern/scanned_resources/0a96720e-bd20-4cc9-8eb9-62ce6ee5e6dd/manifest/canvas/be2ab615-f285-4cb1-8b29-7a08524cd25e
s/spira/00000001.tif,f9286305-74d3-4130-b486-1fe682a916c9,C0108_c3658,0ac5f464-b850-44a6-8b56-84860abe9cc2,https://figgy.princeton.edu/concern/scanned_resources/0ac5f464-b850-44a6-8b56-84860abe9cc2/manifest/canvas/f9286305-74d3-4130-b486-1fe682a916c9
s/spira/00000002.tif,acec495d-873f-4b71-8b28-d12770615877,C0108_c3658,0ac5f464-b850-44a6-8b56-84860abe9cc2,https://figgy.princeton.edu/concern/scanned_resources/0ac5f464-b850-44a6-8b56-84860abe9cc2/manifest/canvas/acec495d-873f-4b71-8b28-d12770615877
c/camerlynck/00000001.tif,b7ae2f92-df36-4386-b81d-7e8c4a5ce918,C0108_c3201,0ae5221b-5949-40e7-a358-befdc3ae332e,https://figgy.princeton.edu/concern/scanned_resources/0ae5221b-5949-40e7-a358-befdc3ae332e/manifest/canvas/b7ae2f92-df36-4386-b81d-7e8c4a5ce918
c/camerlynck/00000002.tif,3aa2dd57-d350-438e-ba22-21cfc654cebd,C0108_c3201,0ae5221b-5949-40e7-a358-befdc3ae332e,https://figgy.princeton.edu/concern/scanned_resources/0ae5221b-5949-40e7-a358-befdc3ae332e/manifest/canvas/3aa2dd57-d350-438e-ba22-21cfc654cebd
c/camerlynck/00000003.tif,1a460a4f-41b4-4c76-93b2-f58a299044cb,C0108_c3201,0ae5221b-5949-40e7-a358-befdc3ae332e,https://figgy.princeton.edu/concern/scanned_resources/0ae5221b-5949-40e7-a358-befdc3ae332e/manifest/canvas/1a460a4f-41b4-4c76-93b2-f58a299044cb
c/camerlynck/00000004.tif,ff166885-87e5-4bb3-90f2-32daf2c2db39,C0108_c3201,0ae5221b-5949-40e7-a358-befdc3ae332e,https://figgy.princeton.edu/concern/scanned_resources/0ae5221b-5949-40e7-a358-befdc3ae332e/manifest/canvas/ff166885-87e5-4bb3-90f2-32daf2c2db39
c/camerlynck/00000005.tif,9485ddec-924e-4552-b42c-7fd87359ed6a,C0108_c3201,0ae5221b-5949-40e7-a358-befdc3ae332e,https://figgy.princeton.edu/concern/scanned_resources/0ae5221b-5949-40e7-a358-befdc3ae332e/manifest/canvas/9485ddec-924e-4552-b42c-7fd87359ed6a
c/camerlynck/00000006.tif,4a798a2b-6df4-4914-8f0c-3a26f9d7ad1b,C0108_c3201,0ae5221b-5949-40e7-a358-befdc3ae332e,https://figgy.princeton.edu/concern/scanned_resources/0ae5221b-5949-40e7-a358-befdc3ae332e/manifest/canvas/4a798a2b-6df4-4914-8f0c-3a26f9d7ad1b
p/price/00000005.tif,715d320d-45dd-485f-be73-4d73e6121f80,C0108_c3238,0af9b7b3-15d8-4620-ae1d-0a773e148ef1,https://figgy.princeton.edu/concern/scanned_resources/0af9b7b3-15d8-4620-ae1d-0a773e148ef1/manifest/canvas/715d320d-45dd-485f-be73-4d73e6121f80
r/roditi/00000001.tif,b11e6e59-83d9-4d81-b446-bbb7959c4cbb,C0108_c3592,0b4cff90-d383-4533-84fc-409316b1fcef,https://figgy.princeton.edu/concern/scanned_resources/0b4cff90-d383-4533-84fc-409316b1fcef/manifest/canvas/b11e6e59-83d9-4d81-b446-bbb7959c4cbb
r/roditi/00000002.tif,0c20a527-af4e-433d-be8b-ee21adec7dda,C0108_c3592,0b4cff90-d383-4533-84fc-409316b1fcef,https://figgy.princeton.edu/concern/scanned_resources/0b4cff90-d383-4533-84fc-409316b1fcef/manifest/canvas/0c20a527-af4e-433d-be8b-ee21adec7dda
s/shayerovitch/00000001.tif,fc4a672d-08a8-459b-a56a-a5ab551f2a20,C0108_c3643,0c52076e-a64c-4b22-86fd-80ca61562ca0,https://figgy.princeton.edu/concern/scanned_resources/0c52076e-a64c-4b22-86fd-80ca61562ca0/manifest/canvas/fc4a672d-08a8-459b-a56a-a5ab551f2a20
s/shayerovitch/00000002.tif,0c3fa9ae-04c3-42e0-ad3c-12216187d60b,C0108_c3643,0c52076e-a64c-4b22-86fd-80ca61562ca0,https://figgy.princeton.edu/concern/scanned_resources/0c52076e-a64c-4b22-86fd-80ca61562ca0/manifest/canvas/0c3fa9ae-04c3-42e0-ad3c-12216187d60b
m/metcalf/00000001.tif,797c4079-5d70-4de6-8475-bfe0edb4353a,C0108_c3478,0c5a220d-4d5e-43db-a442-2e4feaec122a,https://figgy.princeton.edu/concern/scanned_resources/0c5a220d-4d5e-43db-a442-2e4feaec122a/manifest/canvas/797c4079-5d70-4de6-8475-bfe0edb4353a
m/metcalf/00000002.tif,5191f466-72b5-4470-bd8f-6c831d9916df,C0108_c3478,0c5a220d-4d5e-43db-a442-2e4feaec122a,https://figgy.princeton.edu/concern/scanned_resources/0c5a220d-4d5e-43db-a442-2e4feaec122a/manifest/canvas/5191f466-72b5-4470-bd8f-6c831d9916df
